TIME_PERIOD;GEO;AGE;SEX;neu;old;edge;diff;TIMESTAMP
2020-W20;CH031;Y_GE90;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH032;Y75T79;M; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH032;Y80T84;F; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH032;Y80T84;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH032;Y_GE90;M; 7; 6;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH033;Y15T19;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH033;Y75T79;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH033;Y_GE90;F;15;14;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH040;Y70T74;F; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH040;Y70T74;M; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH040;Y80T84;M;14;13;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH040;Y_GE90;F;43;41;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W20;CH040;Y_GE90;M;18;17;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH051;Y40T44;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH051;Y85T89;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH055;Y75T79;F; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH055;Y75T79;M; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH055;Y85T89;M; 7; 5;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W20;CH055;Y_GE90;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH057;Y_GE90;F; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH061;Y60T64;F; 3; 1;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W20;CH061;Y80T84;M; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH061;Y_GE90;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH063;Y0T4;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH070;Y30T34;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y30T34;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y40T44;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y40T44;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y55T59;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y55T59;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH011;Y60T64;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH011;Y60T64;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y65T69;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH011;Y65T69;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH011;Y70T74;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH011;Y70T74;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH011;Y75T79;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH011;Y75T79;M; 8; 0;2020-W21to2020-W20; 8;2020-06-10T03:18:48Z
2020-W21;CH011;Y80T84;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH011;Y80T84;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH011;Y85T89;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH011;Y85T89;M;11; 0;2020-W21to2020-W20;11;2020-06-10T03:18:48Z
2020-W21;CH011;Y_GE90;F;20; 0;2020-W21to2020-W20;20;2020-06-10T03:18:48Z
2020-W21;CH011;Y_GE90;M; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH012;Y20T24;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y45T49;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y50T54;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y55T59;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH012;Y60T64;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y60T64;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y65T69;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y70T74;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH012;Y70T74;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH012;Y75T79;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH012;Y80T84;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH012;Y80T84;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH012;Y85T89;F; 8; 0;2020-W21to2020-W20; 8;2020-06-10T03:18:48Z
2020-W21;CH012;Y85T89;M; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH012;Y_GE90;F; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH012;Y_GE90;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH013;Y55T59;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH013;Y60T64;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH013;Y60T64;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH013;Y65T69;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH013;Y70T74;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH013;Y70T74;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH013;Y75T79;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH013;Y75T79;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH013;Y80T84;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH013;Y80T84;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH013;Y85T89;F; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH013;Y85T89;M; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH013;Y_GE90;F;15; 0;2020-W21to2020-W20;15;2020-06-10T03:18:48Z
2020-W21;CH013;Y_GE90;M; 8; 0;2020-W21to2020-W20; 8;2020-06-10T03:18:48Z
2020-W21;CH021;Y0T4;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y20T24;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y25T29;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y30T34;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y35T39;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y40T44;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y45T49;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y50T54;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y50T54;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y55T59;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH021;Y60T64;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH021;Y65T69;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH021;Y65T69;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH021;Y70T74;F;10; 0;2020-W21to2020-W20;10;2020-06-10T03:18:48Z
2020-W21;CH021;Y70T74;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH021;Y75T79;F; 8; 0;2020-W21to2020-W20; 8;2020-06-10T03:18:48Z
2020-W21;CH021;Y75T79;M; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH021;Y80T84;F;11; 0;2020-W21to2020-W20;11;2020-06-10T03:18:48Z
2020-W21;CH021;Y80T84;M;14; 0;2020-W21to2020-W20;14;2020-06-10T03:18:48Z
2020-W21;CH021;Y85T89;F;15; 0;2020-W21to2020-W20;15;2020-06-10T03:18:48Z
2020-W21;CH021;Y85T89;M;14; 0;2020-W21to2020-W20;14;2020-06-10T03:18:48Z
2020-W21;CH021;Y_GE90;F;31; 0;2020-W21to2020-W20;31;2020-06-10T03:18:48Z
2020-W21;CH021;Y_GE90;M;14; 0;2020-W21to2020-W20;14;2020-06-10T03:18:48Z
2020-W21;CH022;Y20T24;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH022;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH022;Y60T64;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH022;Y60T64;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH022;Y65T69;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH022;Y65T69;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH022;Y70T74;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH022;Y70T74;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH022;Y75T79;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH022;Y75T79;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH022;Y80T84;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH022;Y80T84;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH022;Y85T89;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH022;Y85T89;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH022;Y_GE90;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH022;Y_GE90;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH023;Y55T59;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH023;Y60T64;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH023;Y65T69;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH023;Y65T69;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH023;Y70T74;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH023;Y75T79;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH023;Y75T79;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH023;Y80T84;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH023;Y80T84;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH023;Y85T89;F; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH023;Y85T89;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH023;Y_GE90;F; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH023;Y_GE90;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH024;Y50T54;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH024;Y60T64;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH024;Y65T69;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH024;Y70T74;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH024;Y80T84;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH024;Y80T84;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH024;Y85T89;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH024;Y85T89;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH024;Y_GE90;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH024;Y_GE90;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH025;Y70T74;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH025;Y70T74;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH025;Y75T79;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH025;Y75T79;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH025;Y80T84;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH025;Y80T84;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH025;Y85T89;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH025;Y_GE90;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH031;Y40T44;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH031;Y65T69;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH031;Y65T69;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH031;Y70T74;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH031;Y75T79;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH031;Y75T79;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH031;Y80T84;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH031;Y80T84;M; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH031;Y85T89;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH031;Y85T89;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH031;Y_GE90;F; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH031;Y_GE90;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH032;Y45T49;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH032;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH032;Y60T64;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH032;Y70T74;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH032;Y70T74;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH032;Y75T79;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH032;Y80T84;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH032;Y80T84;M; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH032;Y85T89;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH032;Y85T89;M; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH032;Y_GE90;F; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH032;Y_GE90;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH033;Y35T39;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH033;Y45T49;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH033;Y50T54;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH033;Y50T54;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH033;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH033;Y60T64;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH033;Y65T69;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH033;Y65T69;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH033;Y70T74;F; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH033;Y70T74;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH033;Y75T79;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH033;Y75T79;M; 6; 0;2020-W21to2020-W20; 6;2020-06-10T03:18:48Z
2020-W21;CH033;Y80T84;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH033;Y80T84;M; 8; 0;2020-W21to2020-W20; 8;2020-06-10T03:18:48Z
2020-W21;CH033;Y85T89;F; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH033;Y85T89;M; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH033;Y_GE90;F; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH033;Y_GE90;M;10; 0;2020-W21to2020-W20;10;2020-06-10T03:18:48Z
2020-W21;CH040;Y0T4;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y20T24;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y20T24;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH040;Y30T34;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y35T39;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH040;Y35T39;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y40T44;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y45T49;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y50T54;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y55T59;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH040;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH040;Y60T64;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH040;Y60T64;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH040;Y65T69;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH040;Y65T69;M; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH040;Y70T74;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH040;Y70T74;M; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH040;Y75T79;F; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH040;Y75T79;M;16; 0;2020-W21to2020-W20;16;2020-06-10T03:18:48Z
2020-W21;CH040;Y80T84;F; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH040;Y80T84;M;11; 0;2020-W21to2020-W20;11;2020-06-10T03:18:48Z
2020-W21;CH040;Y85T89;F;13; 0;2020-W21to2020-W20;13;2020-06-10T03:18:48Z
2020-W21;CH040;Y85T89;M;17; 0;2020-W21to2020-W20;17;2020-06-10T03:18:48Z
2020-W21;CH040;Y_GE90;F;33; 0;2020-W21to2020-W20;33;2020-06-10T03:18:48Z
2020-W21;CH040;Y_GE90;M;24; 0;2020-W21to2020-W20;24;2020-06-10T03:18:48Z
2020-W21;CH051;Y50T54;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH051;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH051;Y75T79;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH051;Y80T84;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH051;Y85T89;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH051;Y85T89;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH051;Y_GE90;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH052;Y70T74;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH052;Y80T84;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH052;Y80T84;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH052;Y85T89;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH052;Y_GE90;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH053;Y20T24;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH053;Y45T49;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH053;Y65T69;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH053;Y70T74;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH053;Y80T84;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH053;Y85T89;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH053;Y85T89;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH053;Y_GE90;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH053;Y_GE90;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH054;Y65T69;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH054;Y85T89;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH055;Y0T4;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH055;Y45T49;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH055;Y55T59;F; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH055;Y55T59;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH055;Y60T64;M; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH055;Y65T69;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH055;Y65T69;M; 2; 0;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W21;CH055;Y70T74;F; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
2020-W21;CH055;Y70T74;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH055;Y75T79;F; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH055;Y75T79;M; 4; 0;2020-W21to2020-W20; 4;2020-06-10T03:18:48Z
2020-W21;CH055;Y80T84;F; 8; 0;2020-W21to2020-W20; 8;2020-06-10T03:18:48Z
2020-W21;CH055;Y80T84;M; 9; 0;2020-W21to2020-W20; 9;2020-06-10T03:18:48Z
2020-W21;CH055;Y85T89;F; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH055;Y85T89;M; 5; 0;2020-W21to2020-W20; 5;2020-06-10T03:18:48Z
2020-W21;CH055;Y_GE90;F;10; 0;2020-W21to2020-W20;10;2020-06-10T03:18:48Z
2020-W21;CH055;Y_GE90;M; 7; 0;2020-W21to2020-W20; 7;2020-06-10T03:18:48Z
2020-W21;CH056;Y55T59;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH056;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH056;Y60T64;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH056;Y60T64;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH056;Y65T69;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH056;Y70T74;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W21;CH056;Y70T74;M; 3; 0;2020-W21to2020-W20; 3;2020-06-10T03:18:48Z
