TIME_PERIOD;GEO;AGE;SEX;neu;old;edge;diff;TIMESTAMP
2020-W20;CH031;Y_GE90;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH032;Y50T54;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH032;Y60T64;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH032;Y70T74;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH032;Y70T74;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH032;Y75T79;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH032;Y75T79;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH032;Y80T84;F; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH032;Y80T84;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH032;Y85T89;F; 6; 0;2020-W20to2020-W19; 6;2020-06-01T15:05:56Z
2020-W20;CH032;Y85T89;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH032;Y_GE90;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH032;Y_GE90;M; 6; 0;2020-W20to2020-W19; 6;2020-06-01T15:05:56Z
2020-W20;CH033;Y0T4;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH033;Y25T29;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH033;Y30T34;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH033;Y45T49;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH033;Y50T54;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH033;Y55T59;F; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH033;Y60T64;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH033;Y60T64;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH033;Y70T74;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH033;Y70T74;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH033;Y75T79;F; 7; 0;2020-W20to2020-W19; 7;2020-06-01T15:05:56Z
2020-W20;CH033;Y75T79;M; 7; 0;2020-W20to2020-W19; 7;2020-06-01T15:05:56Z
2020-W20;CH033;Y80T84;F; 5; 0;2020-W20to2020-W19; 5;2020-06-01T15:05:56Z
2020-W20;CH033;Y80T84;M; 9; 0;2020-W20to2020-W19; 9;2020-06-01T15:05:56Z
2020-W20;CH033;Y85T89;F;12; 0;2020-W20to2020-W19;12;2020-06-01T15:05:56Z
2020-W20;CH033;Y85T89;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH033;Y_GE90;F;14; 0;2020-W20to2020-W19;14;2020-06-01T15:05:56Z
2020-W20;CH033;Y_GE90;M; 8; 0;2020-W20to2020-W19; 8;2020-06-01T15:05:56Z
2020-W20;CH040;Y0T4;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH040;Y5T9;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH040;Y40T44;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH040;Y45T49;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH040;Y50T54;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH040;Y50T54;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH040;Y55T59;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH040;Y55T59;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH040;Y60T64;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH040;Y60T64;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH040;Y65T69;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH040;Y65T69;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH040;Y70T74;F; 5; 0;2020-W20to2020-W19; 5;2020-06-01T15:05:56Z
2020-W20;CH040;Y70T74;M; 7; 0;2020-W20to2020-W19; 7;2020-06-01T15:05:56Z
2020-W20;CH040;Y75T79;F;12; 0;2020-W20to2020-W19;12;2020-06-01T15:05:56Z
2020-W20;CH040;Y75T79;M;11; 0;2020-W20to2020-W19;11;2020-06-01T15:05:56Z
2020-W20;CH040;Y80T84;F; 8; 0;2020-W20to2020-W19; 8;2020-06-01T15:05:56Z
2020-W20;CH040;Y80T84;M;13; 0;2020-W20to2020-W19;13;2020-06-01T15:05:56Z
2020-W20;CH040;Y85T89;F;19; 0;2020-W20to2020-W19;19;2020-06-01T15:05:56Z
2020-W20;CH040;Y85T89;M;12; 0;2020-W20to2020-W19;12;2020-06-01T15:05:56Z
2020-W20;CH040;Y_GE90;F;41; 0;2020-W20to2020-W19;41;2020-06-01T15:05:56Z
2020-W20;CH040;Y_GE90;M;17; 0;2020-W20to2020-W19;17;2020-06-01T15:05:56Z
2020-W20;CH051;Y65T69;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH051;Y75T79;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH051;Y80T84;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH051;Y85T89;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH051;Y_GE90;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH052;Y0T4;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH052;Y65T69;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH052;Y75T79;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH052;Y80T84;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH052;Y80T84;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH052;Y85T89;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH052;Y_GE90;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH052;Y_GE90;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH053;Y60T64;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH053;Y65T69;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH053;Y70T74;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH053;Y80T84;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH054;Y_GE90;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH055;Y25T29;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH055;Y55T59;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH055;Y60T64;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH055;Y65T69;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH055;Y65T69;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH055;Y70T74;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH055;Y75T79;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH055;Y75T79;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH055;Y80T84;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH055;Y80T84;M; 6; 0;2020-W20to2020-W19; 6;2020-06-01T15:05:56Z
2020-W20;CH055;Y85T89;F; 8; 0;2020-W20to2020-W19; 8;2020-06-01T15:05:56Z
2020-W20;CH055;Y85T89;M; 5; 0;2020-W20to2020-W19; 5;2020-06-01T15:05:56Z
2020-W20;CH055;Y_GE90;F;10; 0;2020-W20to2020-W19;10;2020-06-01T15:05:56Z
2020-W20;CH055;Y_GE90;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y30T34;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y45T49;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y50T54;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y55T59;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y65T69;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y65T69;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y70T74;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y70T74;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH056;Y75T79;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y80T84;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH056;Y80T84;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH056;Y85T89;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH056;Y_GE90;F; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH056;Y_GE90;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH057;Y0T4;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH057;Y60T64;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH057;Y70T74;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH057;Y75T79;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH057;Y75T79;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH057;Y80T84;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH057;Y80T84;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH057;Y85T89;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH057;Y85T89;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH057;Y_GE90;F; 5; 0;2020-W20to2020-W19; 5;2020-06-01T15:05:56Z
2020-W20;CH057;Y_GE90;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH061;Y40T44;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH061;Y45T49;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH061;Y55T59;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH061;Y55T59;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH061;Y60T64;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH061;Y65T69;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH061;Y70T74;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH061;Y75T79;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH061;Y80T84;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH061;Y80T84;M; 5; 0;2020-W20to2020-W19; 5;2020-06-01T15:05:56Z
2020-W20;CH061;Y85T89;F; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH061;Y85T89;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH061;Y_GE90;F; 7; 0;2020-W20to2020-W19; 7;2020-06-01T15:05:56Z
2020-W20;CH061;Y_GE90;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH062;Y80T84;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH062;Y_GE90;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y20T24;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y45T49;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y50T54;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y70T74;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y75T79;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH063;Y80T84;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y80T84;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH063;Y85T89;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH063;Y_GE90;F; 7; 0;2020-W20to2020-W19; 7;2020-06-01T15:05:56Z
2020-W20;CH063;Y_GE90;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH064;Y55T59;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH064;Y70T74;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH064;Y75T79;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH064;Y85T89;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH064;Y85T89;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH064;Y_GE90;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH065;Y85T89;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH065;Y_GE90;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH066;Y65T69;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH066;Y80T84;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH066;Y80T84;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH066;Y85T89;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH066;Y85T89;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y45T49;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y45T49;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH070;Y50T54;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y55T59;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH070;Y55T59;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y60T64;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y60T64;M; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH070;Y65T69;F; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH070;Y65T69;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH070;Y70T74;F; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y70T74;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH070;Y75T79;F; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W20;CH070;Y75T79;M; 1; 0;2020-W20to2020-W19; 1;2020-06-01T15:05:56Z
2020-W20;CH070;Y80T84;F; 3; 0;2020-W20to2020-W19; 3;2020-06-01T15:05:56Z
2020-W20;CH070;Y80T84;M; 6; 0;2020-W20to2020-W19; 6;2020-06-01T15:05:56Z
2020-W20;CH070;Y85T89;F; 8; 0;2020-W20to2020-W19; 8;2020-06-01T15:05:56Z
2020-W20;CH070;Y85T89;M; 2; 0;2020-W20to2020-W19; 2;2020-06-01T15:05:56Z
2020-W20;CH070;Y_GE90;F; 9; 0;2020-W20to2020-W19; 9;2020-06-01T15:05:56Z
2020-W20;CH070;Y_GE90;M; 4; 0;2020-W20to2020-W19; 4;2020-06-01T15:05:56Z
2020-W17;CH056;Y50T54;M; 0; 1;2020-W20to2020-W19;-1;2020-06-01T15:05:56Z
2019-W37;CH011;Y0T4;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2019-W44;CH011;Y85T89;M;13;12;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2019-W46;CH013;Y85T89;F; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2019-W51;CH040;Y0T4;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W01;CH023;Y75T79;M; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W02;CH011;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W03;CH057;Y80T84;M; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W04;CH040;Y75T79;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W05;CH033;Y85T89;F;11;10;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W06;CH023;Y80T84;F; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W06;CH055;Y0T4;F; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W06;CH057;Y80T84;F; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W06;CH070;Y80T84;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W07;CH070;Y_GE90;M; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W08;CH021;Y80T84;F;13;12;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W08;CH031;Y30T34;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W09;CH011;Y70T74;F; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W09;CH022;Y_GE90;M; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W09;CH055;Y75T79;M; 9; 8;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W09;CH056;Y80T84;M; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W10;CH013;Y85T89;M; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W10;CH040;Y85T89;F;16;15;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W10;CH063;Y80T84;F; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W11;CH011;Y85T89;M;13;12;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W11;CH070;Y_GE90;M;11;10;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH011;Y80T84;M;14;13;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH011;Y_GE90;M;12;11;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH013;Y70T74;F; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH023;Y75T79;F; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH033;Y70T74;M; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH033;Y_GE90;M; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH040;Y75T79;F; 9; 8;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH056;Y55T59;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W12;CH056;Y70T74;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W13;CH023;Y80T84;F; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W13;CH040;Y25T29;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W14;CH011;Y70T74;F; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W14;CH012;Y70T74;M; 4; 5;2020-W21to2020-W20;-1;2020-06-10T03:18:48Z
2020-W14;CH021;Y70T74;M; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W14;CH033;Y_GE90;M; 9; 8;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W14;CH040;Y55T59;M; 3; 2;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W14;CH052;Y75T79;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W14;CH066;Y55T59;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W15;CH011;Y85T89;F;18;17;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W15;CH011;Y85T89;M;20;19;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W15;CH040;Y80T84;F;21;20;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W15;CH040;Y85T89;F;28;27;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH023;Y65T69;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH032;Y80T84;M; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH033;Y85T89;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH040;Y85T89;F;35;34;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH057;Y80T84;M; 7; 6;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH061;Y_GE90;F;10; 9;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W16;CH070;Y70T74;F; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W17;CH011;Y80T84;F;13;12;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W17;CH011;Y80T84;M; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W17;CH023;Y_GE90;M; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W17;CH056;Y50T54;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W17;CH063;Y75T79;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W17;CH066;Y65T69;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH011;Y65T69;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH011;Y_GE90;F;27;25;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W18;CH013;Y75T79;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH021;Y_GE90;F;39;38;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH023;Y85T89;M; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH040;Y50T54;M; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH040;Y65T69;M; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH040;Y85T89;F;20;19;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH040;Y_GE90;F;41;40;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH056;Y70T74;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W18;CH057;Y65T69;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W19;CH011;Y75T79;M; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W19;CH021;Y30T34;M; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W19;CH033;Y80T84;M; 7; 6;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W19;CH040;Y70T74;M;13;12;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W19;CH040;Y85T89;M;16;14;2020-W21to2020-W20; 2;2020-06-10T03:18:48Z
2020-W19;CH066;Y35T39;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W19;CH070;Y85T89;F;10; 9;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH011;Y25T29;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH011;Y55T59;F; 4; 3;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH011;Y85T89;F;11;10;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH011;Y_GE90;M; 6; 5;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH013;Y45T49;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH021;Y70T74;F; 7; 6;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH021;Y75T79;F; 8; 7;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH021;Y_GE90;F;29;28;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH022;Y70T74;M; 5; 4;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH023;Y45T49;M; 2; 1;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
2020-W20;CH031;Y85T89;F; 1; 0;2020-W21to2020-W20; 1;2020-06-10T03:18:48Z
